monthly_rent,billing_day,months_in_property,total_previous_payments,previous_late_payments,previous_unpaid_payments,previous_on_time_payments,average_delay_days,last_payment_delay_days,open_issues_count,high_priority_issues_count,contract_uploaded,is_late
5888,7,29,28,0,0,28,0.73,1,3,3,0,1
5162,7,13,12,4,1,7,7.84,19,3,0,1,1
6208,9,5,4,3,0,1,8.9,5,2,0,1,1
4119,13,31,30,7,0,23,4.92,15,5,1,1,1
6528,24,8,7,5,1,1,11.28,8,3,2,1,1
4945,11,15,14,4,2,8,1.99,19,3,0,1,1
4978,27,39,38,2,1,35,6.09,8,2,1,0,0
3834,12,5,4,1,0,3,9.17,0,4,1,1,1
6078,1,10,9,0,0,9,0.35,0,4,1,1,0
4657,28,43,42,1,1,40,3.22,19,5,1,0,1
5754,18,5,4,2,1,1,8.56,17,0,0,1,0
6599,25,28,27,1,1,25,5.85,20,4,2,0,1
6835,3,1,0,0,0,0,1.5,0,5,0,0,0
3344,25,20,19,2,1,16,11.91,2,5,0,1,0
5476,27,35,34,1,2,31,6.12,1,0,0,1,1
4725,10,34,33,4,0,29,5.57,6,5,1,1,0
6656,11,10,9,3,2,4,4.23,11,3,3,1,1
4656,2,6,5,2,1,2,10.87,8,2,0,1,0
6028,4,39,38,0,0,38,0.62,0,4,2,1,0
3573,26,14,13,0,0,13,0.05,1,4,0,0,0
4771,28,17,16,2,0,14,10.26,17,2,2,0,1
6834,8,43,42,1,2,39,5.3,9,3,2,1,1
4552,3,17,16,3,2,11,8.18,20,2,2,1,1
3272,26,2,1,1,0,0,9.8,1,0,0,0,0
5219,26,43,42,6,3,33,7.59,9,0,0,1,1
5145,27,36,35,5,2,28,4.55,15,3,2,0,1
3463,11,45,44,1,0,43,3.91,11,0,0,1,0
6163,16,13,12,1,3,8,6.1,10,4,1,0,0
3369,17,47,46,4,0,42,10.87,19,1,0,1,1
6118,9,15,14,0,0,14,1.13,0,1,1,1,0
6953,20,46,45,5,3,37,5.67,8,4,1,1,1
4167,20,39,38,7,0,31,5.39,1,3,2,1,1
4427,13,9,8,3,2,3,5.61,8,1,0,1,0
6605,4,11,10,5,1,4,4.29,15,3,1,1,1
3298,9,1,0,0,0,0,0.9,0,4,1,1,0
6863,21,35,34,0,1,33,0.14,0,3,2,1,0
4410,22,2,1,0,0,1,0.6,1,5,3,1,0
3199,10,46,45,2,3,40,6.49,2,3,3,1,1
3431,11,28,27,3,1,23,1.69,5,3,1,1,0
3994,24,42,41,1,3,37,6.37,6,5,0,1,0
6395,26,22,21,3,1,17,4.91,5,1,0,0,0
5386,8,17,16,1,1,14,9.66,19,4,2,1,1
3598,18,17,16,6,1,9,7.49,6,2,1,0,1
5240,13,34,33,1,2,30,7.22,17,5,2,1,1
6037,10,13,12,3,2,7,1.73,17,2,0,0,1
4273,15,40,39,7,1,31,8.47,15,5,1,1,1
4928,11,25,24,3,0,21,7.76,20,2,0,1,0
3540,26,29,28,2,1,25,8.74,14,1,1,1,0
4414,6,15,14,5,1,8,7.39,20,5,0,1,1
6032,10,26,25,0,1,24,1.26,0,5,0,1,0
4163,10,24,23,4,2,17,7.5,4,2,1,1,1
6597,19,34,33,2,0,31,11.0,4,4,3,1,1
6977,9,46,45,0,2,43,0.54,0,1,0,0,0
5330,18,35,34,4,3,27,11.68,11,0,0,1,1
5827,14,26,25,2,1,22,3.62,7,4,2,1,0
6441,2,18,17,3,0,14,1.91,10,0,0,0,1
3781,28,44,43,2,0,41,8.0,6,5,2,0,0
4753,10,48,47,0,1,46,1.36,1,1,1,1,0
3144,5,45,44,4,1,39,2.46,19,5,2,1,1
4971,17,6,5,5,0,0,6.36,9,4,0,1,1
4068,2,34,33,4,1,28,8.51,14,4,0,1,1
4069,19,12,11,4,2,5,1.34,3,3,2,1,0
6317,27,3,2,1,0,1,8.39,6,3,3,1,0
5842,25,31,30,0,3,27,0.04,0,0,0,1,0
4003,2,27,26,6,3,17,8.78,9,3,0,1,1
3368,3,22,21,1,3,17,11.59,6,3,0,1,1
4518,6,1,0,0,0,0,0.16,0,5,1,1,0
4102,27,40,39,4,2,33,4.82,10,2,1,1,1
5610,2,48,47,6,3,38,2.61,20,2,0,1,1
4891,2,1,0,0,0,0,1.17,0,5,2,1,0
6988,16,17,16,2,2,12,9.58,5,4,0,1,1
4452,17,43,42,7,3,32,7.0,11,0,0,0,1
4853,25,16,15,2,0,13,9.22,14,4,2,0,1
4369,21,5,4,0,0,4,1.07,0,2,0,1,0
4180,15,17,16,5,2,9,10.18,19,2,2,1,1
5545,9,44,43,1,1,41,4.9,19,2,0,1,0
3138,21,23,22,7,0,15,8.14,6,5,0,1,1
5511,4,48,47,7,0,40,1.31,6,0,0,1,1
3263,15,11,10,7,2,1,5.78,10,5,2,1,1
3731,12,16,15,5,1,9,5.7,10,5,0,1,1
5936,19,34,33,2,2,29,2.06,7,1,1,1,1
5036,7,48,47,4,1,42,3.55,6,1,0,0,1
5411,19,15,14,4,2,8,1.45,17,2,2,1,1
3692,1,35,34,2,2,30,3.31,3,0,0,0,1
3771,22,35,34,6,2,26,4.98,9,2,0,0,1
6099,27,31,30,5,1,24,10.0,9,1,1,1,1
4292,10,13,12,0,0,12,0.01,0,1,1,0,0
4821,25,17,16,7,3,6,9.5,17,0,0,1,1
4560,2,27,26,2,3,21,5.49,7,1,0,1,1
4775,14,22,21,7,2,12,3.33,19,3,2,1,1
6272,17,42,41,0,2,39,0.7,0,1,0,0,0
6917,1,36,35,6,2,27,7.94,1,2,0,1,1
3862,16,36,35,2,0,33,2.23,9,5,2,1,1
4891,2,39,38,0,3,35,0.65,0,5,2,1,0
3175,4,47,46,0,3,43,0.47,0,0,0,1,0
6295,21,12,11,5,3,3,3.28,1,4,0,1,1
5388,21,44,43,2,3,38,9.08,9,2,0,1,1
5961,13,45,44,3,2,39,6.54,0,2,2,1,1
6945,20,5,4,2,0,2,8.87,1,3,3,0,1
6268,24,21,20,7,2,11,9.24,20,2,2,1,1
3755,10,39,38,1,1,36,3.89,12,4,0,1,0
3140,27,32,31,6,1,24,3.26,14,1,1,1,0
3605,28,12,11,5,0,6,8.31,4,0,0,1,1
4552,2,4,3,2,1,0,6.96,8,1,0,1,1
5025,23,7,6,6,0,0,1.95,11,3,0,1,1
5590,12,37,36,0,3,33,0.64,0,1,0,1,0
3961,19,48,47,5,3,39,11.47,12,4,1,0,1
3887,14,1,0,0,0,0,1.0,0,3,3,1,1
3221,5,18,17,3,3,11,10.68,17,1,0,1,1
3582,2,44,43,5,3,35,1.86,12,2,0,1,1
4424,14,42,41,5,2,34,8.27,8,2,1,0,1
3388,9,33,32,1,0,31,1.46,2,1,0,1,0
6127,22,43,42,5,2,35,2.41,4,1,1,1,0
4105,11,34,33,4,2,27,1.33,13,3,3,1,1
5639,6,30,29,6,0,23,11.47,4,0,0,1,0
3007,1,19,18,6,1,11,7.77,5,4,1,0,1
5006,21,34,33,6,3,24,4.02,5,4,2,1,1
5231,10,12,11,7,2,2,10.48,19,5,2,1,1
4931,4,44,43,7,3,33,7.17,0,1,1,1,1
5414,8,37,36,6,0,30,9.07,16,3,1,0,1
4981,15,48,47,1,2,44,4.74,13,3,0,0,1
6079,28,13,12,5,3,4,2.49,2,3,2,1,1
3351,15,39,38,6,3,29,4.71,13,1,0,0,1
6847,9,20,19,2,2,15,7.09,16,4,0,1,1
5851,10,44,43,6,3,34,3.5,15,2,0,1,1
6979,1,29,28,4,3,21,11.51,16,3,2,0,1
5633,9,8,7,6,0,1,1.75,13,0,0,1,1
4903,12,23,22,4,2,16,8.46,8,2,2,0,1
4801,1,10,9,2,1,6,10.58,16,2,0,1,1
6088,19,30,29,4,1,24,5.81,8,3,3,1,1
3696,9,33,32,1,3,28,3.12,12,3,3,0,1
6274,11,20,19,2,2,15,8.72,10,0,0,1,0
5148,25,38,37,6,3,28,10.31,2,4,0,0,1
4317,25,36,35,4,0,31,10.1,11,2,2,1,0
6459,3,29,28,1,2,25,8.99,13,0,0,1,0
5010,21,32,31,0,0,31,0.93,0,0,0,1,1
5554,14,2,1,1,0,0,2.23,5,4,1,0,0
4889,17,12,11,7,1,3,2.25,16,0,0,1,1
4491,28,43,42,5,0,37,6.54,14,5,1,1,0
4540,13,13,12,2,0,10,1.65,13,5,0,1,1
4759,13,3,2,0,0,2,0.47,0,0,0,1,0
3206,23,41,40,5,1,34,1.02,9,0,0,0,0
3588,12,45,44,5,2,37,1.22,13,0,0,1,0
5099,10,22,21,4,2,15,3.09,15,3,3,0,1
4283,10,48,47,5,0,42,10.63,15,0,0,1,0
3028,25,30,29,6,1,22,6.33,0,2,0,1,1
6737,7,17,16,7,1,8,8.14,19,4,0,1,1
4865,22,40,39,3,2,34,4.47,11,5,0,1,1
6830,9,37,36,7,2,27,6.4,11,3,1,1,1
3943,2,48,47,3,1,43,7.16,11,2,0,1,0
5275,27,37,36,1,2,33,7.99,10,2,1,1,1
3761,5,45,44,6,1,37,5.68,16,5,0,1,1
5829,28,3,2,1,1,0,2.98,2,0,0,1,0
5863,9,35,34,0,2,32,1.11,1,5,2,1,1
3354,15,31,30,0,0,30,0.41,0,0,0,1,0
6934,24,23,22,2,3,17,1.32,12,0,0,1,1
3712,15,46,45,0,3,42,0.12,1,0,0,1,0
5842,7,23,22,5,0,17,7.52,13,4,0,1,1
6481,26,41,40,2,0,38,1.5,12,3,1,1,0
3249,12,41,40,3,2,35,7.64,16,3,1,0,1
5988,26,29,28,6,1,21,4.76,6,5,3,1,1
3047,22,2,1,1,0,0,1.28,12,5,1,1,1
4385,22,45,44,3,2,39,6.06,14,3,0,0,1
3605,14,27,26,7,2,17,8.05,16,3,2,0,1
4305,20,43,42,1,1,40,9.31,3,0,0,1,0
5793,10,24,23,3,0,20,10.52,3,2,2,1,0
5654,12,6,5,2,2,1,4.48,5,5,0,1,1
4125,7,46,45,0,0,45,0.04,0,0,0,0,0
6798,1,18,17,0,0,17,0.42,0,5,2,1,0
5873,11,15,14,4,1,9,2.08,2,3,0,1,0
4788,19,1,0,0,0,0,0.57,1,3,2,1,1
4434,7,15,14,7,2,5,9.8,13,2,1,0,1
4863,23,19,18,6,2,10,3.38,18,3,1,1,1
4334,9,45,44,4,1,39,3.83,17,1,1,1,1
5696,10,30,29,0,0,29,0.55,1,0,0,1,0
4948,8,34,33,0,1,32,1.19,0,4,0,1,0
5891,16,25,24,7,0,17,10.01,13,5,1,1,1
4665,24,42,41,5,1,35,10.6,9,4,3,1,1
5031,11,23,22,3,3,16,3.06,9,5,0,1,0
5451,14,42,41,5,3,33,1.98,19,4,1,0,1
3749,3,30,29,4,3,22,1.58,14,4,1,0,1
6666,19,33,32,2,3,27,5.73,13,3,3,0,1
4132,10,6,5,2,2,1,5.05,11,2,2,1,1
6254,2,46,45,7,1,37,3.58,0,4,3,1,0
4433,3,23,22,3,2,17,11.73,6,5,2,1,1
6169,27,20,19,1,2,16,9.75,3,5,0,1,0
4985,1,3,2,1,1,0,1.99,13,0,0,1,1
6666,12,43,42,1,2,39,11.33,0,4,2,1,1
3133,18,45,44,5,1,38,5.93,20,0,0,1,1
3204,22,15,14,3,1,10,1.24,20,4,2,0,1
6544,23,47,46,4,1,41,9.48,19,3,1,0,1
3878,23,33,32,0,3,29,1.27,0,4,2,0,1
5617,1,20,19,0,0,19,0.59,0,3,2,1,1
6969,24,2,1,1,0,0,4.64,2,4,0,1,0
4133,18,9,8,7,0,1,4.37,1,4,1,0,1
3942,4,42,41,0,0,41,0.19,1,3,2,0,0
5764,25,20,19,5,1,13,6.52,19,1,1,1,1
4947,6,26,25,5,2,18,9.66,0,4,0,0,1
5898,1,28,27,7,2,18,8.21,0,2,1,1,1
3741,11,5,4,3,0,1,7.49,2,4,3,1,1
3845,4,23,22,0,3,19,0.78,0,4,2,1,0
5447,5,21,20,1,2,17,5.17,13,3,0,1,0
6374,25,47,46,2,2,42,1.09,6,4,2,1,1
5578,14,11,10,0,1,9,0.34,1,2,0,1,0
3383,10,14,13,7,2,4,3.25,10,2,0,1,1
4792,24,5,4,2,2,0,10.25,7,1,1,1,0
3973,7,41,40,4,0,36,11.69,0,5,0,0,1
6847,26,4,3,3,0,0,4.3,3,0,0,1,0
5961,18,26,25,6,0,19,2.79,19,1,0,1,0
4378,7,20,19,5,1,13,11.38,7,3,0,1,1
3135,11,5,4,4,0,0,10.17,12,4,1,1,1
3958,6,21,20,4,2,14,5.26,0,1,1,0,1
4797,25,8,7,5,2,0,9.22,7,4,0,1,1
4691,13,24,23,2,2,19,10.15,6,2,2,1,0
3178,18,2,1,0,0,1,1.25,0,3,2,1,0
3837,2,16,15,3,3,9,3.69,1,5,2,1,1
4933,5,24,23,2,3,18,4.9,10,4,0,0,1
5283,1,33,32,6,1,25,2.01,1,4,2,1,0
3596,19,28,27,5,1,21,6.72,5,1,0,1,0
6320,2,5,4,1,0,3,5.3,19,0,0,1,0
4004,28,12,11,1,0,10,7.34,7,2,0,0,1
5811,1,3,2,2,0,0,3.21,20,1,0,1,0
6390,12,10,9,3,0,6,11.51,13,0,0,1,1
4434,13,15,14,5,2,7,11.43,18,4,0,0,1
6856,17,21,20,6,3,11,9.45,19,1,0,1,1
3645,9,46,45,7,3,35,3.77,11,0,0,1,1
6951,15,19,18,3,3,12,6.19,8,1,0,1,1
4444,9,46,45,5,1,39,1.67,5,0,0,1,1
4721,14,8,7,4,1,2,9.39,20,3,1,1,1
4340,19,26,25,6,2,17,2.71,5,4,0,1,0
3015,21,3,2,0,0,2,0.14,0,1,1,1,0
6733,27,12,11,6,0,5,9.13,2,5,1,1,0
3397,7,44,43,3,3,37,3.41,9,1,1,0,1
5546,6,6,5,4,0,1,11.0,2,2,1,1,1
3468,2,40,39,5,2,32,3.64,0,5,0,0,1
4344,21,23,22,7,0,15,9.68,19,5,0,1,1
3924,8,41,40,4,0,36,6.04,1,3,3,1,0
5510,24,17,16,3,0,13,3.08,19,3,2,0,1
5804,19,11,10,1,0,9,4.89,5,3,2,0,0
5602,12,14,13,1,3,9,8.97,14,5,2,1,1
3731,11,37,36,6,3,27,10.87,14,0,0,1,1
5019,15,4,3,1,1,1,7.65,19,3,1,0,1
3019,15,23,22,6,0,16,5.93,3,2,2,1,1
6065,22,12,11,7,1,3,10.9,8,5,2,0,1
4604,1,34,33,0,1,32,0.79,0,3,3,1,1
6794,16,27,26,0,2,24,1.48,0,3,0,1,0
3610,16,25,24,4,3,17,4.72,5,5,0,1,1
6875,7,16,15,7,1,7,8.37,19,2,2,1,1
4603,19,28,27,7,1,19,2.66,19,2,0,1,1
6805,8,27,26,7,1,18,8.19,0,1,0,1,1
6363,23,16,15,3,1,11,3.38,20,4,2,1,1
3018,12,35,34,3,3,28,4.75,14,4,3,1,1
4266,12,11,10,2,3,5,5.57,10,2,1,1,1
5324,23,34,33,3,1,29,6.07,3,2,2,1,0
6077,23,14,13,1,0,12,1.4,18,3,0,1,0
3509,9,2,1,1,0,0,2.55,2,0,0,1,0
6753,25,43,42,5,3,34,4.9,13,2,2,1,1
3054,25,48,47,6,1,40,8.04,19,5,3,0,1
3677,9,33,32,6,2,24,3.3,5,2,2,1,1
6134,17,3,2,1,1,0,1.48,17,1,0,1,1
5820,13,25,24,7,3,14,5.44,15,2,1,1,1
5358,2,27,26,1,2,23,2.14,16,2,1,1,0
6051,2,4,3,1,0,2,6.4,20,1,1,0,0
5338,8,3,2,0,0,2,1.09,0,1,0,1,0
3192,26,23,22,5,2,15,1.02,4,2,0,1,1
4699,1,29,28,4,3,21,1.73,13,4,2,1,1
6501,7,17,16,6,2,8,10.27,6,1,1,1,1
4474,25,34,33,2,1,30,8.62,17,5,3,1,1
3990,4,15,14,2,1,11,7.24,5,0,0,1,1
3054,17,47,46,7,1,38,4.3,11,3,3,1,1
4072,4,48,47,1,2,44,4.54,5,3,1,0,1
5998,22,13,12,2,2,8,7.74,11,0,0,1,0
4023,26,28,27,4,3,20,3.45,3,1,0,1,0
4531,16,25,24,1,1,22,8.3,6,5,3,1,0
4950,23,42,41,0,1,40,0.31,0,0,0,1,0
6850,19,27,26,3,3,20,2.37,1,3,1,1,1
4070,28,14,13,4,3,6,4.18,10,4,2,1,1
6525,25,39,38,3,1,34,2.64,1,2,2,0,0
4230,8,21,20,7,3,10,7.9,6,3,2,1,1
3896,11,14,13,2,2,9,7.56,7,4,1,1,0
6564,23,17,16,0,0,16,0.78,0,1,0,1,0
3494,10,38,37,4,0,33,1.01,3,1,1,1,1
4222,24,47,46,6,1,39,4.68,17,1,1,1,1
5085,15,11,10,3,3,4,8.72,14,2,0,1,1
5735,14,10,9,1,2,6,7.25,8,4,2,1,0
4287,24,24,23,5,0,18,2.23,3,4,1,0,1
3280,14,10,9,5,0,4,7.73,20,2,2,1,0
5847,27,41,40,6,3,31,9.13,1,2,0,1,1
3018,4,37,36,2,3,31,5.41,8,4,0,1,1
4246,25,12,11,5,3,3,3.48,14,1,1,1,1
3350,6,3,2,2,0,0,8.47,8,4,0,1,1
3019,7,39,38,2,3,33,3.65,7,0,0,1,0
4395,2,18,17,7,1,9,10.82,3,4,1,1,1
4166,6,36,35,6,3,26,4.58,1,1,0,0,1
5758,22,18,17,2,2,13,7.38,12,2,0,1,1
6175,4,27,26,0,3,23,0.86,1,2,1,0,1
4825,18,22,21,7,2,12,3.84,2,1,1,0,1
6676,15,42,41,3,3,35,6.56,8,0,0,1,1
6924,12,48,47,5,1,41,8.9,9,4,0,1,0
4868,16,23,22,3,0,19,4.44,5,0,0,0,1
3533,19,6,5,0,1,4,0.22,0,0,0,1,1
6984,14,9,8,4,1,3,3.6,5,1,0,1,1
4160,2,10,9,3,2,4,2.49,2,5,3,0,1
6247,6,23,22,4,2,16,1.78,4,5,3,1,1
4617,10,16,15,5,1,9,7.92,2,1,1,1,1
6332,21,39,38,6,1,31,1.42,11,5,1,1,1
4588,18,33,32,3,0,29,5.79,6,0,0,1,1
5842,13,30,29,5,3,21,7.06,13,3,3,1,1
4358,17,36,35,6,3,26,10.28,14,2,1,0,1
3653,1,1,0,0,0,0,0.2,0,3,1,1,0
3525,1,8,7,5,2,0,1.5,10,4,1,1,1
5361,28,33,32,3,0,29,4.7,3,2,0,1,0
4302,8,23,22,1,2,19,11.74,8,1,1,1,1
3394,12,2,1,1,0,0,1.42,0,4,3,0,1
4243,17,1,0,0,0,0,0.52,0,3,2,1,1
5957,2,37,36,6,0,30,5.27,5,0,0,1,0
5207,19,33,32,5,1,26,7.25,12,3,2,1,1
5461,17,15,14,5,2,7,7.34,8,4,3,1,1
6148,21,15,14,0,1,13,1.05,0,0,0,1,0
6082,26,5,4,2,1,1,6.22,9,5,3,0,1
4887,20,9,8,0,2,6,0.51,1,2,0,1,1
3993,16,21,20,3,1,16,4.86,6,0,0,1,0
6162,5,12,11,5,2,4,7.47,2,3,1,1,1
6083,27,7,6,1,0,5,7.7,11,3,1,1,1
4440,1,10,9,0,1,8,0.46,0,4,1,1,1
4556,7,36,35,3,3,29,6.1,11,3,0,1,1
3250,9,2,1,0,1,0,1.1,1,0,0,0,0
6631,27,4,3,0,0,3,0.23,0,2,2,1,0
5902,24,31,30,0,0,30,0.98,0,4,3,0,0
5597,8,6,5,2,2,1,5.44,18,3,2,1,1
3310,10,1,0,0,0,0,0.78,1,3,3,1,1
5230,16,44,43,4,1,38,7.51,20,2,0,0,1
6660,20,20,19,1,1,17,6.44,4,2,1,1,1
6845,24,20,19,6,0,13,4.46,17,2,1,0,1
6395,10,26,25,4,2,19,8.36,14,3,3,0,1
4278,16,23,22,0,3,19,1.36,0,0,0,1,0
3470,4,21,20,1,3,16,10.51,8,4,2,1,1
6647,8,23,22,6,3,13,11.73,6,2,2,1,1
3251,1,28,27,1,2,24,2.98,12,0,0,1,0
3806,2,1,0,0,0,0,1.35,0,5,3,1,0
4992,15,18,17,7,3,7,9.7,6,5,1,1,1
6176,13,1,0,0,0,0,0.88,0,4,0,1,0
6398,1,46,45,3,3,39,1.84,4,4,3,0,1
3384,25,5,4,3,1,0,10.45,16,2,1,0,1
4548,24,8,7,0,0,7,0.87,1,1,1,1,0
3604,14,42,41,5,1,35,1.19,4,2,0,0,0
5189,12,18,17,1,3,13,7.29,14,5,0,1,1
6902,16,7,6,3,2,1,10.45,8,2,1,0,1
4809,3,31,30,3,0,27,9.48,12,0,0,1,1
4483,14,20,19,5,1,13,10.71,1,1,0,1,1
3180,26,30,29,3,3,23,8.08,15,3,3,1,1
3743,25,16,15,2,1,12,3.09,5,5,1,0,1
3000,22,16,15,7,2,6,3.65,5,4,3,1,1
3414,25,42,41,6,2,33,3.78,6,5,0,1,1
4083,13,28,27,4,3,20,8.4,15,1,0,1,1
6914,2,4,3,3,0,0,5.24,1,4,2,0,1
5475,19,36,35,7,1,27,3.99,10,1,0,1,1
3815,6,8,7,5,1,1,9.24,7,3,1,0,1
4998,7,44,43,5,3,35,4.91,18,4,2,1,1
4611,25,29,28,3,1,24,2.51,11,2,0,1,1
3640,11,36,35,4,1,30,1.58,14,0,0,1,0
3428,6,47,46,1,3,42,8.16,10,0,0,1,1
4472,20,30,29,0,3,26,0.53,0,3,0,0,1
6283,14,28,27,0,2,25,0.05,0,1,1,1,0
6681,10,17,16,3,0,13,9.84,2,5,2,1,1
5070,12,11,10,3,1,6,6.08,16,3,2,1,1
3445,20,8,7,1,3,3,6.32,15,1,0,0,1
6606,5,6,5,1,1,3,2.74,13,1,1,1,0
6193,23,46,45,2,3,40,2.55,10,4,3,0,1
4420,20,26,25,1,1,23,7.06,2,0,0,1,0
3807,24,38,37,6,1,30,1.42,15,5,1,1,1
6435,13,36,35,6,3,26,7.3,11,4,3,1,1
6989,8,15,14,3,3,8,11.72,7,1,0,1,1
5450,24,30,29,0,1,28,1.46,0,0,0,0,0
4577,26,38,37,7,3,27,7.74,4,1,0,1,1
6318,1,1,0,0,0,0,0.98,1,5,0,0,0
4608,26,25,24,5,1,18,4.35,10,3,2,0,1
4282,8,12,11,4,2,5,1.8,20,0,0,1,1
3660,27,21,20,5,1,14,3.78,14,2,2,1,1
4134,17,1,0,0,0,0,0.86,0,3,2,1,0
3698,28,36,35,5,3,27,8.27,16,1,0,0,1
5566,9,23,22,2,0,20,9.29,14,0,0,0,0
5632,20,35,34,4,3,27,7.68,0,4,3,1,0
3911,4,47,46,6,0,40,6.93,2,4,0,1,0
3772,9,12,11,7,3,1,10.38,1,2,0,1,1
6030,3,34,33,7,0,26,1.24,20,0,0,1,1
4152,14,32,31,6,2,23,3.77,8,4,0,1,1
6085,12,13,12,0,1,11,1.32,0,1,0,1,0
6291,8,18,17,2,2,13,5.63,10,0,0,0,1
5433,19,23,22,7,1,14,6.74,15,5,0,1,1
4679,20,8,7,0,0,7,0.68,0,2,0,1,0
6118,1,18,17,0,1,16,0.98,0,4,3,1,1
6755,3,8,7,2,3,2,8.11,6,4,2,1,1
5501,22,31,30,0,1,29,1.43,0,1,0,1,0
5490,4,6,5,4,0,1,7.8,20,0,0,0,1
5181,28,31,30,6,1,23,10.95,5,2,2,0,1
4162,12,26,25,2,3,20,9.71,12,2,2,0,1
6034,15,2,1,0,1,0,0.82,0,2,1,1,0
6656,24,36,35,0,0,35,1.13,0,1,1,1,0
4895,6,20,19,2,2,15,5.81,9,2,1,1,1
6863,14,30,29,1,2,26,1.15,0,4,2,1,0
4365,11,17,16,3,2,11,6.37,2,0,0,1,1
5236,22,8,7,5,2,0,8.95,6,1,0,1,1
4657,4,27,26,4,3,19,11.06,5,0,0,0,1
3548,26,41,40,2,0,38,9.02,14,0,0,1,1
4705,4,22,21,5,3,13,5.64,16,1,1,1,1
3050,19,7,6,1,0,5,11.2,2,5,1,1,0
3071,27,11,10,0,1,9,0.4,0,5,0,1,0
6252,6,35,34,1,1,32,1.5,18,2,1,1,1
6852,20,43,42,3,0,39,2.81,10,5,3,1,0
5277,18,14,13,3,1,9,2.72,11,5,2,1,1
4753,3,41,40,4,3,33,8.87,17,3,1,1,0
4499,10,28,27,0,2,25,0.74,0,1,1,1,1
4308,22,46,45,1,3,41,8.94,1,4,3,1,0
4044,12,7,6,6,0,0,10.37,2,0,0,1,1
4666,15,3,2,2,0,0,7.75,9,4,2,1,1
5248,2,14,13,2,2,9,6.55,19,0,0,1,1
3117,4,14,13,1,2,10,9.26,17,2,2,1,0
5863,6,32,31,6,3,22,11.55,7,3,2,1,1
4905,19,42,41,2,1,38,9.13,2,0,0,1,0
4058,27,10,9,1,2,6,7.46,16,4,3,0,1
5742,17,23,22,7,1,14,9.15,13,1,1,1,1
4056,8,39,38,1,2,35,10.88,7,1,1,1,1
4734,21,13,12,0,1,11,0.95,0,2,1,0,0
4329,16,21,20,0,1,19,0.18,0,0,0,1,0
6201,21,7,6,1,2,3,5.83,10,3,0,1,0
6022,24,17,16,6,0,10,6.99,8,4,3,1,1
6759,17,16,15,5,2,8,1.79,10,1,1,1,1
5257,6,29,28,5,0,23,7.73,4,1,0,1,0
4992,17,23,22,2,2,18,5.57,0,1,0,0,1
4491,7,9,8,2,1,5,8.55,15,4,0,1,1
4690,13,10,9,7,2,0,11.95,12,2,2,1,1
3863,22,41,40,2,2,36,2.64,11,4,0,1,1
4735,17,39,38,1,2,35,5.85,4,4,0,1,0
6179,2,3,2,1,0,1,4.81,6,4,0,1,1
3844,5,12,11,3,3,5,2.68,0,5,1,1,1
5397,5,39,38,2,3,33,11.35,10,1,1,1,1
3359,22,43,42,3,3,36,9.03,5,2,1,0,1
4463,13,28,27,7,3,17,1.02,15,2,2,1,1
6656,7,27,26,3,0,23,2.18,7,5,3,1,1
3293,18,33,32,1,3,28,8.63,20,2,0,1,1
3788,9,14,13,6,0,7,4.03,17,4,2,1,1
3929,26,26,25,1,1,23,2.51,12,4,0,0,0
5759,25,39,38,2,3,33,6.48,6,1,1,0,0
6499,17,10,9,7,2,0,9.89,9,4,2,1,1
5433,18,22,21,0,1,20,0.77,0,0,0,1,0
4212,17,23,22,2,3,17,9.36,7,3,1,1,0
4469,13,48,47,4,3,40,5.6,13,3,0,1,1
5911,22,8,7,0,3,4,1.07,0,1,1,1,0
3323,20,25,24,7,0,17,4.51,17,3,0,0,1
4979,8,24,23,4,1,18,8.85,20,3,1,0,1
6925,2,39,38,1,3,34,5.46,15,1,1,1,0
4366,7,26,25,2,1,22,8.18,3,3,0,1,0
5106,6,30,29,2,0,27,5.02,8,5,3,1,1
4492,20,24,23,6,1,16,1.49,18,2,0,0,1
4368,23,11,10,2,2,6,5.25,5,1,1,0,0
5116,10,17,16,2,3,11,8.99,0,4,3,1,1
4492,9,23,22,4,2,16,9.54,18,5,2,1,1
5821,24,34,33,0,3,30,0.34,0,4,3,1,1
3922,20,3,2,2,0,0,8.0,3,4,1,1,0
6224,3,40,39,3,3,33,2.07,0,5,2,0,0
4906,24,39,38,5,1,32,6.13,17,3,0,1,0
4817,16,3,2,2,0,0,8.58,6,0,0,1,0
5358,17,27,26,7,0,19,8.48,4,2,2,1,1
4438,13,44,43,7,1,35,5.87,12,1,1,1,1
4344,16,40,39,1,2,36,5.77,4,0,0,1,1
4616,21,16,15,5,2,8,9.12,4,2,0,0,1
3584,4,47,46,7,2,37,3.88,2,0,0,0,1
3359,20,43,42,7,2,33,3.55,6,3,2,1,1
5775,8,4,3,0,3,0,0.02,0,3,2,1,0
5925,28,36,35,7,1,27,10.57,4,2,2,1,1
4034,16,21,20,5,2,13,9.65,18,1,1,1,1
6462,9,10,9,2,0,7,5.27,1,2,1,0,1
5194,1,42,41,5,3,33,9.9,1,1,1,0,1
5138,15,42,41,4,3,34,3.55,8,1,0,1,1
4565,21,11,10,1,2,7,3.85,10,2,2,1,1
5496,20,21,20,5,1,14,7.27,14,3,0,1,0
3893,11,8,7,2,2,3,8.82,15,2,2,1,1
4262,23,3,2,1,0,1,6.79,9,3,1,1,0
